Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"317233";"42160192000143";"FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL";"FACHESF";"Autogestão";"RUA DO PAISSANDU";"58";;"BOA VISTA";"Recife";"PE";"50070205";"81";"34127555";;"ans@fachesf.com.br";"ARMANDO JOSÉ PEREIRA DE BARROS";"PRESIDENTE";3;"1998-12-24"
"355151";"75054940000162";"FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL";"FUNDAÇÃO COPEL";"Autogestão";"RUA TREZE DE MAIO";"616";;"SÃO FRANCISCO";"Curitiba";"PR";"80510030";"41";"38836000";"38836018";"ans@fcopel.org.br";"HEMERSON LUIZ BARBOSA PEDROSO";"DIRETOR DE SEGURIDADE";3;"1998-12-29"
"339636";"00397695000197";"FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES";"FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES";"Autogestão";"AV REPÚBLICA DO CHILE";"230";"5º, 8º E 9º  ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20031170";"21";"38205200";;"fernanda.farias@fapes.com.br";"MARCELO DE FIGUEIREDO ALVES";"Diretor de Seguridade";4;"1998-12-24"
"420701";"25063964000100";"FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL";"FAS/AMP/RS";"Autogestão";"AV. AURELIANO DE FIGUEIREDO PINTO";"501";;"PRAIA DE BELAS";"Porto Alegre";"RS";"90050191";"51";"30222434";;"contato@fasamprs.com.br";"CLAUDIO BONATTO";"DIRETOR PRESIDENTE";3;"2017-01-27"
"311359";"00304148000110";"FUNDAÇÃO DE SAÚDE ITAIGUAPY";"HOSPITAL MINISTRO COSTA CAVALCANTI - PLANO DE SAÚDE ITAMED";"Medicina de Grupo";"AV. GRAMADO";"580";;"VILA ""A""";"Foz do Iguaçu";"PR";"85860460";"45";"35768011";"35768060";"diretoria@hmcc.com.br";"GILMA R DE OLIVEIRA";"DIRETOR SUPERINTENDENTE";3;"1998-12-23"
"330809";"31787625000179";"FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST";"FUNSSEST";"Autogestão";"AV. BRIGADEIRO EDUARDO GOMES";"526";"POLO INDUSTRIAL TUBARÃO";"SERRA";"Serra";"ES";"29160904";"27";"33481210";"33282245";"saude.odonto@funssest.com.br";"ALESSANDRA CRISTINA DE OLIVEIRA COSTA";"DIRETORA EXECUTIVA";6;"1998-12-29"
"418285";"12838821000180";"FUNDAÇÃO FIAT SAÚDE E BEM ESTAR";"STELLANTIS SAUDE MG";"Autogestão";"AV. CONTORNO";"3455";" GALPãO 6, 2º ANDAR, PARTE A";"PAULO CAMILO";"Betim";"MG";"32669900";"31";"34023812";;"juridicostellantissaude@stellantis.com";"CRISTIANE DE OLIVEIRA ROQUE PAIXÃO";"REPRESENTANTE LEGAL";4;"2011-11-10"
"323942";"26150979000178";"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO";"HOSPITAL ARNALDO GAVAZZA FILHO";"Filantropia";"AV. DR. JOSE GROSSI";"16";;"GUARAPIRANGA";"Ponte Nova";"MG";"35430213";"31";"38195000";"38195001";"hagf@gavazza.com.br";"LUCIMAR REGINA DE OLIVEIRA FONSECA";"SUPERINTENDENTE EXECUTIVO ADJ";5;"1998-12-30"
"378216";"20119509000165";"FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL";"FUNDAÇÃO LIBERTAS";"Autogestão";"AV. ÁLVARES CABRAL";"200";"8º ANDAR";"CENTRO";"Belo Horizonte";"MG";"30170000";"31";"21113700";"21113687";"compliance@fundacaolibertas.com.br";"RODRIGO EUSTAQUIO BARBOSA BARATA";"DIRETOR PRESIDENTE";4;"1998-12-28"
"418501";"14408631000159";"FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA";"PLAMHUV";"Medicina de Grupo";"TRAVESSA DR. FELÍCIO BRANDI";"22";"LOJA 01 - ED REGINA LOPES DOS SANTOS";"CENTRO";"Viçosa";"MG";"36570000";;;;"plamhuv@plamhuv.com.br";"JULISMAR MARQUES DIVINO";"REPRESENTANTE LEGAL";6;"2012-05-03"
"338648";"77375897000162";"FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL";"FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL";"Autogestão";"Rua Emiliano Perneta";"777";;"CENTRO";"Curitiba";"PR";"80420080";"41";"33079100";;"nju@fusan.com.br";"CLÁUDIA TRINDADE";"DIRETORA PRESIDENTE";3;"1998-12-17"
"312126";"73809352000166";"FUNDAÇÃO SAÚDE ITAÚ";"FUNDAÇÃO SAÚDE ITAÚ";"Autogestão";"RUA CURITIBA";"689";"11º ANDAR";"CENTRO";"Belo Horizonte";"MG";"30170120";"11";"27331283";;"fabiana.duarte@itau-unibanco.com.br";"DIEGO ALTAREJO MUNHOZ";"REPRESENTANTE";1;"1998-12-17"
"339954";"19878404000100";"FUNDAÇÃO SÃO FRANCISCO XAVIER";"HOSPITAL MÁRCIO CUNHA";"Filantropia";"AV. KIYOSHI TSUNAWAKI";"41";;"BAIRRO DAS ÀGUAS";"Ipatinga";"MG";"35160158";"31";"38299050";"38251264";"usisaude@fsfx.com.br";"FLAVIANO FEU VENTORIM";"Diretor Presidente";4;"1998-12-16"
"418129";"13026081000140";"FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO";"FAMEH/MP";"Autogestão";"RUA MENDEL";"306";"SALA 1";"CARANDÁ BOSQUE I";"Campo Grande";"MS";"79032320";"67";"33263882";;"fameh.mp@fameh.org.br";"EDGAR ROBERTO LEMOS DE MIRANDA";"DIRETOR PRESIDENTE";3;"2011-07-13"
"414689";"04839091000104";"FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC";"FAMED";"Autogestão";"RUA ANTONIO AUGUSTO";"1271";"SL 301";"ALDEOTA";"Fortaleza";"CE";"60110370";"85";"32521826";"32521118";"saudefamed@gmail.com";"JOSÉ EDMAR LIMA MELO";"PRESIDENTE";5;"2003-10-17"
"409286";"68687722000108";"G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP";"LIFE LAGOS SAUDE";"Medicina de Grupo";"AVENIDA SÃO PEDRO ";"455";;"ESTAÇÃO ";"São Pedro da Aldeia";"RJ";"28940000";"02";"226211165";"226211165";"administracao@lifelagos.com.br";"TERESINHA GOMES DA SILVA";"SOCIA GERENTE";6;"1999-10-22"
"419443";"16692996000183";"G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME";;"Administradora de Benefícios";"RUA DA ASSEMBLEIA ";"10";"SALAS 2001 A 2003";"CENTRO";"Rio de Janeiro";"RJ";"20011000";"21";"35531692";;"juridico@g2cadministradora.com.br";"SERGIO BASTOS GUIMARÃES";"ADMINISTRADOR";3;"2014-08-13"
"407011";"02009924000184";"GAMA SAUDE LTDA.";"GAMA SAUDE LTDA.";"Medicina de Grupo";"ALAMEDA XINGU";"512";"17 ANDAR, SALA 1704";"ALPHAVILLE CENTRO INDUSTRIAL E";"Barueri";"SP";"06455030";"11";"33368624";"41977862";"juridico.gama@gamasaude.com.br";"LEONARDO SERVOLO DE OLIVEIRA";"DIRETOR";1;"1999-08-03"
"343064";"45572583000163";"GARANTIA DE SAÚDE LTDA";"GARANTIA DE SAÚDE";"Medicina de Grupo";"RUA AMÉRICO GOMES DA COSTA";"114";;"VILA AMERICANA";"São Paulo";"SP";"08010120";"11";"20588500";;"demandainicial.ans@garantiasaude.com.br";"JOSE KRAUTHAMER";"DIRETOR";4;"1998-12-22"
"419931";"10547779000113";"GEAC - GERENCIAMENTO EMPRESARIAL LTDA";;"Administradora de Benefícios";"RUA DOM PEDRO II";"54";"SALA 506";"CENTRO";"Santos";"SP";"11010080";"13";"32335351";;"joaobolzan@uol.com";"JOÃO BOLZAN NETO";"ADMINISTRADOR";6;"2015-10-28"
"323080";"03658432000182";"GEAP AUTOGESTÃO EM SAÚDE";"GEAP";"Autogestão";"TERRAÇO SHOPPING SHC-AO SUL, EA 02/08 LO";"05";"TR.B 3º ANDAR";"OCTOGONAL SUL";"Brasília";"DF";"70660900";"61";"21034569";;"ans@geap.com.br";"DOUGLAS VICENTE FIGUEREDO";"DIRETOR-PRESIDENTE";1;"1998-12-22"
"424226";"39734514000106";"GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.";;"Administradora de Benefícios";"RUA BARÃO DE ITAPETININGA";"125";"CONJ. 11";"REPUBLICA";"São Paulo";"SP";"10420010";"11";"9788169768";;"gestaovidaadm@gmail.com";"CLAUDINEI GONCALEZ";"SOCIO ADMINISTRADOR";;"2024-12-16"
"423076";"43607343000121";"GESTÃO ADMINISTRADORA DE PLANOS DE SAUDE LTDA";;"Administradora de Benefícios";"RUA DO CARMO";"08";"6 ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20011020";;;;"diretoria@gestaoplanodesaude.com.br";"MATHEUS MOURA DE LIMA";"REPRESENTANTE LEGAL";;"2021-10-26"
"416819";"58512310000175";"GKN DO BRASIL LTDA";;"Autogestão";"RUA JOAQUIM SILVEIRA";"557";"PARQUE SAO SEBASTIAO";"PASSO DA MANGUEIRA";"Porto Alegre";"RS";"91060320";"51";"33499491";"33499210";"claudio.raiter@gkndriveline.com";"CLAUDIO FERNANDO CIPOLATTI RAITER";"DIRETOR DE RH";4;"2009-01-16"
"422258";"31069197000149";"GLOBAL-AL ADMINISTRADORA DE BENEFÍCIOS LTDA";"GLOBAL ADMINISTRADORA DE BENEFÍCIOS LTDA";"Administradora de Benefícios";"R Doutor Pedro Correia";"05";"Sala 09";"Centro";"Arapiraca";"AL";"57300400";"82";"996964041";;"administracao@globalalbeneficios.com.br";"ANTONIO SOARES RODRIGUES NETO";"Administrador";6;"2020-08-04"
"422681";"40187311000126";"GOCARE PLANOS DE SAUDE LTDA";;"Medicina de Grupo";"RUA ERASMO BRAGA";"1175";;"JARDIM CHAPADAO";"Campinas";"SP";"13070147";"19";"31992588";;"presidencia@gocaresaude.com.br";"TÂNIA MARA MACHADO ANTONIO";"sócia administradora";;"2021-03-04"
"423726";"50354200000110";"GOLD PLAN EMPREENDIMENTOS LTDA";"GOLD PLAN.";"Odontologia de Grupo";"RUA ANTONIO NOVATO";"16";"SALA 4";"CENTRO";"Pará de Minas";"MG";"35660008";"37";"32317525";;"comercial@goldplanodonto.com.br";"THIAGO SOARES DA COSTA";"DIRETOR PRESIDENTE";;"2023-09-25"
"309222";"31925548000176";"GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA";"ASSIM SAÚDE";"Medicina de Grupo";"AV. PRESIDENTE VARGAS ";"914";"LOJAS A e B, salas 310,410,510,610,710";"CENTRO";"Rio de Janeiro";"RJ";"20071001";"21";"21029781";"21029722";"assim@assim.com.br";"CÉSAR ROBERTO MIRANDA RODRIGUES";"DIRETOR FINANCEIRO";3;"1998-12-18"
"413160";"04165719000133";"GS PLANO GLOBAL DE SAÚDE LTDA";"GS";"Medicina de Grupo";"RUA FERNANDO BIZZOTO";"90";"A";"CENTRO";"Nova Friburgo";"RJ";"28613040";"22";"25245500";;"planogs@planogs.com.br";"JOSÉ CARLOS VERBICÁRIO DANTAS DOS SANTOS JÚNIOR";"DIRETOR ADMINISTRATIVO";5;"2001-02-16"
"350249";"02668512000156";"H.B. SAÚDE S/A.";"HB SAÚDE";"Medicina de Grupo";"AV. JOSÉ MUNIA";"6250";;"JARDIM FRANCISCO FERNANDES";"São José do Rio Preto";"SP";"15090275";;;;"cians@hapvida.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE LEGAL DA OPERADORA";5;"1998-12-16"
"423122";"20973213000107";"H2U ADMINISTRADORA DE BENEFICIOS LTDA.";"H2U ADMINISTRADORA";"Administradora de Benefícios";"RUA PEDRO ALVIM";"55-A";"SALA 2";"VILA JUNQUEIRA";"Atibaia";"SP";"12941710";"11";"947339391";;"alex@searoute.com.br";"ALEX SANDRO RONCALLE CONSONI FERREIRA";"ADMINISTRADOR";5;"2022-01-04"
"368253";"63554067000198";"HAPVIDA ASSISTENCIA MEDICA S.A.";"HAPVIDA";"Medicina de Grupo";"AV HERÁCLITO GRAÇA";"406";"2º ANDAR";"CENTRO";"Fortaleza";"CE";"60140060";"85";"32559189";;"ans.ndi@hapvida.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE DA PESSOA JURÍDICA JUNTO A";5;"1998-12-17"
"414352";"05011316000100";"HBC SAÚDE LTDA.";"HBC SAÚDE";"Medicina de Grupo";"AVENIDA GUARULHOS";"239";;"PARQUE ESTRELA - CENTRO";"Guarulhos";"SP";"07023000";"11";"24423344";"26032177";"controladoria@hbcsaude.com.br";"FABIO FARINELLI";"REPRESENTANTE LEGAL";6;"2002-08-06"
"417611";"10846369000173";"HEALTH ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de Benefícios";"RUA CONCEIÇÃO DE MONTE ALEGRE";"198";"CONJ 91 - 9º ANDAR";"BROOKLIN PAULISTA";"São Paulo";"SP";"04563060";"11";"37772470";;"health@healthbr.com.br";"ARNALDO DA SILVA CESAR COUTINHO";"ADMINISTRADOR";6;"2010-11-04"
"421723";"27047334000177";"HEALTH-MED SISTEMA DE SAUDE LTDA";"HEALTH-MED";"Medicina de Grupo";"AVENIDA RIO BRANCO";"125";"15º ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20040006";"21";"36130001";;"juridico-nw@healthmedsaude.com.br";"MARIA GERALDINE COUCEIRO";"SOCIA ADMINISTRADORA";4;"2019-04-30"
"419303";"18918915000146";"HEBROM ADMINISTRADORA DE BENEFICIOS LTDA. - ME";;"Administradora de Benefícios";"RUA CONSELHEIRO CRISPINIANO";"69";"SALA 72";"REPUBLICA";"São Paulo";"SP";"01037001";"11";"31512488";"31512488";"TONYYRODRIGO@HOTMAIL.COM";"ANTONIO RODRIGUES FILHO";"SóCIO ADMINISTRADOR";2;"2014-02-25"
"423670";"49960804000121";"HES PLANO DE SAUDE LTDA";;"Odontologia de Grupo";"RUA VILAGRA CABRITA";"986";"SALA C";"CENTRO";"Ji-Paraná";"RO";"76900018";"69";"34221788";;"planodontohes@gmail.com";"SANDRO LUCIO DA SILVA";"ADMINISTRADOR";;"2023-08-07"
"424137";"54579080000100";"HOME ADMINISTRADORA DE BENEFÍCIOS LTDA";"HOME BENEFICIOS";"Administradora de Benefícios";"AV PRESIDENTE GETULIO VARGAS";"2707";"SALA 04";"CENTRO";"Floresta";"PR";"87120000";"44";"303151517";;"contas@cdmseguros.com.br";"ORLANDO TELLES WHATELY";"Sócio Administrador";;"2024-06-17"
"416398";"00885918000165";"HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA";"INTERMED";"Medicina de Grupo";"RUA AMAPÁ";"65";;"ILHOTAS";"Teresina";"PI";"64001140";;;;"assuntosregulatorios@intermed-pi.com.br";"NEWTON NUNES DE LIMA FILHO";"REPRESENTANTE JUNTO À ANS";5;"2007-09-26"
"314706";"22263081000155";"HOSPITAL CESAR LEITE";"HOSPITAL CESAR LEITE";"Filantropia";"PRAÇA DR CÉSAR LEITE";"383";;"CENTRO";"Manhuaçu";"MG";"36900000";"33";"33311700";"33313470";"plancelhcl@gmail.com";"LEANDRO SATLER CAMPOS";"DIRETOR DO PLANCEL";6;"1998-12-22"
"420930";"77893469000121";"HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO";"HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO";"Filantropia";"RUA MARECHAL FLORIANO PEIXOTO";"1059";;"CENTRO";"Guarapuava";"PR";"85010270";"42";"36217800";;"direcao@hospitalsaovicente.org.br";"HUBERTO JOSÉ LIMBERGER";"PROVEDOR";5;"2017-10-25"
"341941";"90619818000180";"HOSPITAL DE PRONTOCLINICA LTDA.";"HOSPITAL DE PRONTOCLINICA LTDA.";"Medicina de Grupo";"RUA ARTHUR LEITE";"37";;"CENTRO";"Passo Fundo";"RS";"99020220";"54";"33135100";"543135492";"planodesaude@prontoclinicas.com.br";"JULMAR INACIO BIANCINI";"RESPONSAVEL TECNICO";6;"1998-12-22"
"421626";"16676520000159";"HOSPITAL MATER DEI SA ";;"Autogestão";"Rua Mato Grosso";"1100";"S/N";"Santo Agostinho";"Belo Horizonte";"MG";"30190088";"31";"33399199";;"materdeisaude@materdei.com.br";"HENRIQUE MORAES SALVADOR SILVA";"Diretor Presidente";;"2019-02-18"
"424129";"03284505000113";"HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO";"HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO";"Filantropia";"Av. Cel. João Coelho";"299";;"Centro";"Barbalha";"CE";"63090009";"88";"988428868";;"projetos@saovicente.org.br";"SHAIRON ALEXANDRE LANDIM ROLIM";"Representante da Operador";;"2024-06-17"
"363189";"03044492000105";"HOSPITAL S.P. LTDA.";"PRONTOCLÍNICA";"Medicina de Grupo";"RUA BENTO GONÇALVES ";"578";"CONJ. 910";"CENTRO";"Passo Fundo";"RS";"99010010";"54";"84016629";;"seta.hospitalsp@gmail.com";"JULMAR INÁCIO BIANCINI";"SOCIO DIRETOR";5;"1998-12-22"
"342955";"29780384000194";"HSMED SAUDE LTDA";"HSMED SAÚDE";"Medicina de Grupo";"AV. PASTOR MARTIN LUTHER KING JUNIOR";"7.406";;"IRAJÁ";"Rio de Janeiro";"RJ";"21235000";;;;"direcao.climesa@gmail.com";"PABLO LIMA DE MENDONCA";"SOCIO ADMINISTRADOR";4;"1999-01-06"
"423343";"46316638000137";"HUB HEALTH ADMINISTRADORA DE BENEFICIOS LTDA ";"HUB HEALTH  ";"Administradora de Benefícios";"AVENIDA RIO BRANCO";"26";"SBL";"CENTRO";"Rio de Janeiro";"RJ";"20090001";;;;"ronaldo@dcampos.com.br";"VALDEMES MARIA BEZERRA DA SILVA ";"SOCIA - ADMINISTRADORA";;"2022-07-21"
"348180";"95642179000197";"HUMANA SAÚDE LTDA.";"HUMANA SAÚDE";"Medicina de Grupo";"AVENIDA BRASIL";"3825";;"ZONA 01";"Maringá";"PR";"01431001";"44";"30282000";;"fabio.hirota@athenasaude.com.br";"FÁBIO MINAMISAWA HIROTA";"REPRESENTANTE";1;"1998-12-22"
"357511";"00361325000108";"HUMANA SAÚDE NORDESTE LTDA. ";"HUMANA SAUDE";"Medicina de Grupo";"AV. FREI SERAFIM";"2155";;"CENTRO";"Teresina";"PI";"64000020";"86";"32232233";"32237440";"humana@humanasaude.com.br";"FÁBIO MINAMISAWA HIROTA";"REPRESENTANTE";2;"1998-12-29"
"417050";"09298037000112";"IBBCA 2008 GESTÃO EM SAÚDE LTDA";"IBBCA GESTÃO";"Administradora de Benefícios";"AV. JOSÉ SILVA DE AZEVEDO NETO";"200";"EVOLUTION 3 BL. 2 GRUPOS 101, 103 E 108";"BARRA DA TIJUCA";"Rio de Janeiro";"RJ";"22775056";"21";"36132400";"39745550";"monica.bispo@ibbca.com.br";"MONICA BASUS BISPO";"REPRESENTANTE";4;"2009-07-31"
"423840";"51380961000100";"IDEAL ADMINISTRADORA DE BENEFICIOS LTDA";"IDEALL SOLUÇÕES EM SAUDE E VIDA";"Administradora de Benefícios";"AVENIDA RIO GRANDE DO SUL";"1421";;"CENTRO";"Marechal Cândido Rondon";"PR";"85690000";"45";"20388000";;"ANACAROLINASEYBOTH@GMAIL.COM";"ANA CAROLINA HILDEBRAND SEYBOTH";"SÓCIA ADMINISTRADORA";;"2024-01-02"
"414921";"01176747000168";"IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.";;"Odontologia de Grupo";"Rua Alexandre Dumas";"2100";"12º andar";"Chácara Santo Antônio ";"São Paulo";"SP";"04717913";;;;"josepaulo@me.com";"JOSÉ PAULO PEREIRA SILVA";"SÓCIO ADMINISTRADOR";4;"2004-08-17"
"420751";"26032244000140";"IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA";"IDEAL SAÚDE";"Medicina de Grupo";"Setor SCIA Quadra 14 Conjunto 3";"LOTE 03";"Zona Industrial (Guará),";"GUARA";"Brasília";"DF";"71250115";"61";"32421250";;"diretoria@planoidealsaude.com.br";"WILMA SALVIANO DE MEDEIROS MATOS";"SÓCIO ADMINISTRADOR";4;"2017-01-18"
"414557";"16482945000127";"IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME";"IDENTAL";"Odontologia de Grupo";"RUA SÃO PEDRO";"88";"SALA 201/EDIF SAFIRA";"RIO VERMELHO";"Salvador";"BA";"41920260";"71";"40039292";"34832717";"contabilidade@atemde.com.br";"ANTÔNIO CLEITON VIEIRA GURGEL";"DIR. ADMINISTRATIVO/FINANCEIRO";5;"2003-04-08"
"424277";"57395677000193";"IMPERIUM OPERADORA DE PLANOS DE SAUDE S/A";;"Medicina de Grupo";"AVENIDA RIO BRANCO";"1";"SALA 1605";"CENTRO ";"Rio de Janeiro";"RJ";"20090907";"21";"999434833";;"leonardo@unimedicasaude.com";"AROLO JOSE AIRES DA CRUS";"REPRESENTANTE JUNTO À ANS";;"2025-01-13"
"421812";"30095515000183";"IMPETU ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de Benefícios";"AVENIDA REPUBLICA ARGENTINA";"1336";"CJ 1216 - ANDAR 12 - COND. INSPIRA BUSIN";"VILA IZABEL";"Curitiba";"PR";"80620010";"11";"48902259";;"contato@impetu.com.br";"JULIANA JOSE DOS SANTOS OLIVEIRA";"SÓCIA- ADMINISTRADORA";6;"2019-08-23"
"418277";"13412400000156";"INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA";"INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA";"Administradora de Benefícios";"RUA DOUTOR CARVALHO DE MENDONÇA";"238";"CONJUNTO 66";"VILA BELMIRO";"Santos";"SP";"11070101";"13";"33275089";"33275089";"INDEPENDENCIA@ADMINDEPENDENCIA.COM.BR";"JOÃO BOLZAN NETO";"REPRESENTANTE LEGAL";6;"2011-11-10"
"329282";"00322818000120";"INDUSTRIAS NUCLEARES DO BRASIL S/A - INB";"INDUSTRIAS NUCLEARES DO BRASIL S/A - INB";"Autogestão";"AVENIDA REPÚBLICA DO CHILE";"230";"SALAS 2401 A 2501";"CENTRO";"Rio de Janeiro";"RJ";"20031919";"24";"33578835";"33578830";"codep-planomedico@inb.gov.br";"ANDRÉ LUIZ LEITE";"GERENTE DE RECURSOS HUMANOS";4;"1998-12-28"
"423564";"42785902000120";"INFINITY SAÚDE SUPLEMENTAR LTDA";"INFINITY ";"Medicina de Grupo";"AVENIDA BRASIL";"2174";"SALA 02";"CENTRO-NORTE";"Sorriso";"MT";"78890125";"66";"999427568";;"infinityplanodesaude@gmail.com";"GUILHERME PYRAMIDES BARBOSA";"ADMINISTRADOR";;"2023-04-03"
"423572";"48982275000102";"INNOVA PLANO DE SAUDE LTDA";"INNOVA PLANO DE SAUDE";"Medicina de Grupo";"AVENIDA ABUNA";"2250";"grupo 1001";"SÃO JOÃO BOSCO";"Porto Velho";"RO";"76803762";;;;"juridico@innovaplanodesaude.com.br";"RODRIGO BARBOSA VILHENA";"REPRESENTANTE LEGAL";;"2023-04-12"
"420301";"25291830000146";"INOVA ADMINISTRADORA DE BENEFÍCIOS LTDA ME";"HUBCARE ADMNISTRADORA DE BENEFÍCIOS";"Administradora de Benefícios";"AVENIDA RIO BRANCO";"404";"SALA 602, BLOCO II";"CENTRO";"Florianópolis";"SC";"88015200";;;;"ricardo.deeke@hubcare.adm.br";"RICARDO TIAGO DEEKE";"SóCIO ADMINISTRADOR";4;"2016-12-01"
"419427";"92827666000136";"INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM";"IBCM";"Autogestão";"RUA BARãO DO TRIUNFO";"175";;"MENINO DEUS";"Porto Alegre";"RS";"90130101";"51";"32305561";;"planejamento_ans@ibcm.org.br";"ALCEU BOSI";"DIRETOR VICE-PRESIDENTE";4;"2014-07-14"
"419010";"03518900000113";"INSTITUTO CURITIBA DE SAÚDE";"INSTITUTO CURITIBA DE SAÚDE - ICS";"Autogestão";"AVENIDA MARECHAL FLORIANO PEIXOTO";"1895";;"REBOUçAS";"Curitiba";"PR";"80230110";"41";"33306049";"33306090";"ics@ics.curitiba.pr.gov.br";"MARINA BUENO";"DIRETORA PRESIDENTE";4;"2013-09-06"
"414981";"07521370000113";"INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA.";"IOMA";"Odontologia de Grupo";"RUA GENESIO REGO";"211";;"MONTE CASTELO";"São Luís";"MA";"65030650";"98";"32312101";"32310044";"ioma@elo.com.br";"WELLINGTON JOSE ALVES NUNES";"DIR TEC SAUDE E ADMINISTRATIVO";6;"2004-10-29"
"415260";"05597049000197";"INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA";"ISODONT";"Odontologia de Grupo";"AVENIDA ERNANI DO AMARAL PEIXOTO";"36";"COMPLEMENTO 1301";"CENTRO";"Niterói";"RJ";"24020074";"21";"22200175";;"isodont@isodont.com.br";"RICARDO MAURICIO DUTRA";"SÓCIO ADMINISTRADOR";6;"2005-10-03"
"423173";"44477823000188";"INTEGRA ASSISTENCIA MEDICA SA";"BLUE COMPANY";"Medicina de Grupo";"Avenida Engenheiro Luiz Carlos Berrini";"105";"Edif. Berrini One, 26 andar";"Cidade Monções";"São Paulo";"SP";"04571900";;"40032628";;"pertrelly@saudeblue.com";"IZAIAS PERTRELLY ALMEIDA DOS SANTOS";"Sócio administrador";;"2022-02-25"
"421839";"32692296000145";"INTEGRAL ADMINISTRADORA DE BENEFÍCIOS LTDA.";"INTEGRAL SAÚDE";"Administradora de Benefícios";"SETOR SBN QD 02 BLOCO F SALA 413";"BLOCO F";"EDIFÍCIO VIA CAPITAL";"ASA NORTE";"Brasília";"DF";"70040911";"61";"37022272";;"gestao@administradoraintegral.com.br";"ROULIEN ROBSON DO ESPÍRITO SANTO FERREIRA";"Sócio Administrador";6;"2019-06-21"
"418340";"13523003000151";"INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.";"INTEGRAL CONVÊNIO ODONTOLÓGICO";"Odontologia de Grupo";"RUA CONSELHEIRO SARAIVA";"522";;"VILA TIBÉRIO";"Ribeirão Preto";"SP";"14050410";;;;"administracao@integraldental.com.br";"RICARDO NEGRÃO LUTTI";"SÓCIO DIRETOR";5;"2011-12-21"
"359394";"60255171000193";"INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA.";"INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.";"Odontologia de Grupo";"RUA SANTOS DUMONT";"766";;"VILA TIBÉRIO";"Ribeirão Preto";"SP";"14050060";"16";"21027877";;"administracao@integraldental.com.br";"ANTONIO LUIZ DE OLIVEIRA";"SÓCIO GERENTE";6;"1998-12-21"
"423939";"53654432000182";"INTEGRALCARE PLANOS DE SAUDE LTDA";"INTEGRALCARE PLANOS DE SAUDE";"Medicina de Grupo";"AV MANOEL DIAS DA SILVA";"737";"EDIF MULTI 1 ANDAR SALA 2A";"PITUBA";"Salvador";"BA";"41830000";"71";"991084561";;"flavio.freitas83@gmail.com";"FLÁVIO FREITAS DE OLIVEIRA";"Sócio administrador";;"2024-04-09"
